season,holiday,workingday,weather,temp,atemp,humidity,windspeed,count,year,month,day,hour,dayofweek
1,0,1,1,-1.54415371996957,-1.6290700624404004,-0.5657023072715275,0.024326389573811554,43,2011,1,5,21,2
1,0,1,1,-1.6494002334627407,-1.6290700624404004,-0.35784692571865095,-0.4656075246393211,42,2011,1,5,22,2
1,0,1,1,-1.54415371996957,-1.271514666886455,-0.773557688824404,-1.5677536666631693,19,2011,1,5,23,2
1,0,1,1,-1.6494002334627407,-1.3611985284775436,-0.35784692571865095,-1.5677536666631693,11,2011,1,6,0,3
1,0,1,1,-1.7546467469559115,-1.4502923646634276,0.10982768277532123,-1.5677536666631693,4,2011,1,6,1,3
1,0,1,1,-1.7546467469559115,-1.4502923646634276,0.10982768277532123,-1.5677536666631693,2,2011,1,6,2,3
1,0,1,2,-1.7546467469559115,-1.6290700624404004,0.10982768277532123,-0.8324424654320689,1,2011,1,6,4,3
1,0,1,2,-1.859893260449082,-1.718753924031489,0.3696469097164169,-0.8324424654320689,4,2011,1,6,5,3
1,0,1,2,-1.859893260449082,-1.807847760217373,0.0578638373871021,-0.7101641518344863,36,2011,1,6,6,3
1,0,1,2,-1.7546467469559115,-1.4502923646634276,-0.14999154416577443,-1.5677536666631693,95,2011,1,6,7,3
1,0,1,1,-1.7546467469559115,-1.4502923646634276,-0.14999154416577443,-1.5677536666631693,219,2011,1,6,8,3
1,0,1,2,-1.6494002334627407,-1.3611985284775436,-0.5657023072715275,-1.5677536666631693,122,2011,1,6,9,3
1,0,1,1,-1.54415371996957,-1.271514666886455,-0.773557688824404,-1.5677536666631693,45,2011,1,6,10,3
1,0,1,1,-1.4389072064763992,-1.271514666886455,-0.9294492249890614,-0.8324424654320689,59,2011,1,6,11,3
1,0,1,1,-1.2284141794900578,-1.0927369691094824,-1.3971238334830336,-1.5677536666631693,84,2011,1,6,12,3
1,0,1,1,-1.2284141794900578,-1.182420830700571,-1.3971238334830336,-0.7101641518344863,67,2011,1,6,13,3
1,0,1,1,-1.1231676659968872,-1.182420830700571,-1.3451599880948144,-0.22023023762135344,70,2011,1,6,14,3
1,0,1,1,-1.1231676659968872,-1.182420830700571,-1.3451599880948144,-1.5677536666631693,62,2011,1,6,15,3
1,0,1,1,-1.2284141794900578,-1.271514666886455,-1.241232297318376,-0.22023023762135344,86,2011,1,6,16,3
1,0,1,1,-1.4389072064763992,-1.4502923646634276,-0.5657023072715275,-0.22023023762135344,172,2011,1,6,17,3
1,0,1,1,-1.4389072064763992,-1.4502923646634276,-0.5657023072715275,-0.4656075246393211,163,2011,1,6,18,3
1,0,1,1,-1.4389072064763992,-1.271514666886455,-0.35784692571865095,-0.8324424654320689,112,2011,1,6,19,3
1,0,1,1,-1.54415371996957,-1.5399762262545162,-0.5657023072715275,-0.22023023762135344,69,2011,1,6,20,3
1,0,1,2,-1.4389072064763992,-1.5399762262545162,-0.35784692571865095,0.2697036765917794,48,2011,1,6,21,3
1,0,1,2,-1.4389072064763992,-1.5399762262545162,-0.5657023072715275,0.7596375908049122,52,2011,1,6,22,3
1,0,1,2,-1.54415371996957,-1.6290700624404004,-0.14999154416577443,0.024326389573811554,23,2011,1,6,23,3
1,0,1,2,-1.54415371996957,-1.6290700624404004,0.10982768277532123,0.024326389573811554,17,2011,1,7,0,4
1,0,1,2,-1.54415371996957,-1.6290700624404004,0.3696469097164169,0.2697036765917794,7,2011,1,7,1,4
1,0,1,2,-1.54415371996957,-1.6290700624404004,0.3696469097164169,0.2697036765917794,1,2011,1,7,2,4
1,0,1,2,-1.54415371996957,-1.5399762262545162,0.3696469097164169,-0.4656075246393211,1,2011,1,7,4,4
1,0,1,3,-1.4389072064763992,-1.182420830700571,-0.35784692571865095,-1.5677536666631693,5,2011,1,7,5,4
1,0,1,2,-1.54415371996957,-1.271514666886455,0.3696469097164169,-1.5677536666631693,34,2011,1,7,6,4
1,0,1,1,-1.54415371996957,-1.5399762262545162,0.3696469097164169,-0.4656075246393211,84,2011,1,7,7,4
1,0,1,1,-1.54415371996957,-1.6290700624404004,-0.5657023072715275,0.5142603037869447,210,2011,1,7,8,4
1,0,1,1,-1.54415371996957,-1.718753924031489,-0.773557688824404,0.8819159044024949,134,2011,1,7,9,4
1,0,1,1,-1.4389072064763992,-1.6290700624404004,-1.2931961427065952,1.1272931914204625,63,2011,1,7,10,4
1,0,1,2,-1.54415371996957,-1.6290700624404004,-1.1373046065419379,0.2697036765917794,67,2011,1,7,11,4
1,0,1,2,-1.54415371996957,-1.6290700624404004,-1.2931961427065952,0.5142603037869447,59,2011,1,7,12,4
1,0,1,2,-1.54415371996957,-1.718753924031489,-1.2931961427065952,0.7596375908049122,73,2011,1,7,13,4
1,0,1,2,-1.54415371996957,-1.6290700624404004,-1.1373046065419379,0.5142603037869447,50,2011,1,7,14,4
1,0,1,2,-1.54415371996957,-1.5399762262545162,-1.2931961427065952,-0.22023023762135344,72,2011,1,7,15,4
1,0,1,2,-1.54415371996957,-1.5399762262545162,-1.2931961427065952,-0.22023023762135344,87,2011,1,7,16,4
1,0,1,2,-1.54415371996957,-1.271514666886455,-1.2931961427065952,-1.5677536666631693,187,2011,1,7,17,4
1,0,1,1,-1.54415371996957,-1.4502923646634276,-1.1373046065419379,-0.8324424654320689,123,2011,1,7,18,4
1,0,1,1,-1.7546467469559115,-1.6290700624404004,-0.35784692571865095,-0.8324424654320689,95,2011,1,7,19,4
1,0,1,1,-1.6494002334627407,-1.5399762262545162,-0.773557688824404,-0.7101641518344863,51,2011,1,7,20,4
1,0,1,1,-1.6494002334627407,-1.6290700624404004,-0.773557688824404,-0.4656075246393211,39,2011,1,7,21,4
1,0,1,2,-1.6494002334627407,-1.6290700624404004,-0.9814130703772805,-0.22023023762135344,36,2011,1,7,22,4
1,0,1,2,-1.6494002334627407,-1.6290700624404004,-0.5657023072715275,-0.22023023762135344,15,2011,1,7,23,4
1,0,0,2,-1.6494002334627407,-1.6290700624404004,-0.5657023072715275,-0.22023023762135344,25,2011,1,8,0,5
1,0,0,2,-1.6494002334627407,-1.5399762262545162,-0.35784692571865095,-0.8324424654320689,16,2011,1,8,1,5
1,0,0,2,-1.6494002334627407,-1.3611985284775436,-0.35784692571865095,-1.5677536666631693,16,2011,1,8,2,5
1,0,0,3,-1.6494002334627407,-1.6290700624404004,-0.35784692571865095,-0.22023023762135344,7,2011,1,8,3,5
1,0,0,3,-1.6494002334627407,-1.6290700624404004,-0.35784692571865095,-0.22023023762135344,1,2011,1,8,4,5
1,0,0,2,-1.7546467469559115,-1.807847760217373,0.6294661366575125,-0.22023023762135344,5,2011,1,8,5,5
1,0,0,2,-1.7546467469559115,-1.807847760217373,0.6294661366575125,-0.22023023762135344,2,2011,1,8,6,5
1,0,0,2,-1.7546467469559115,-1.718753924031489,0.6294661366575125,-0.7101641518344863,9,2011,1,8,7,5
1,0,0,3,-1.7546467469559115,-1.718753924031489,1.616779199033676,-0.7101641518344863,15,2011,1,8,8,5
1,0,0,3,-1.7546467469559115,-1.718753924031489,1.616779199033676,-0.7101641518344863,20,2011,1,8,9,5
1,0,0,2,-1.6494002334627407,-1.6290700624404004,0.9412492089868273,-0.22023023762135344,61,2011,1,8,10,5
1,0,0,2,-1.54415371996957,-1.718753924031489,0.3696469097164169,1.6172271056335954,62,2011,1,8,11,5
1,0,0,2,-1.54415371996957,-1.718753924031489,-0.14999154416577443,1.3718498186156276,98,2011,1,8,12,5
1,0,0,1,-1.54415371996957,-1.718753924031489,-0.9294492249890614,1.1272931914204625,102,2011,1,8,13,5
1,0,0,1,-1.54415371996957,-1.807847760217373,-1.553015369647691,2.473995960639476,95,2011,1,8,14,5
1,0,0,1,-1.54415371996957,-1.807847760217373,-1.553015369647691,2.1071610198467283,74,2011,1,8,15,5
1,0,0,1,-1.6494002334627407,-1.9866254579943459,-1.7089069058123483,2.1071610198467283,76,2011,1,8,16,5
1,0,0,1,-1.7546467469559115,-2.0763093195854347,-1.2931961427065952,2.9639298748526084,69,2011,1,8,17,5
1,0,0,1,-1.859893260449082,-2.0763093195854347,-1.189268451930157,0.8819159044024949,55,2011,1,8,18,5
1,0,0,1,-1.859893260449082,-2.0763093195854347,-1.3451599880948144,0.5142603037869447,30,2011,1,8,19,5
1,0,0,1,-1.9651397739422527,-2.0763093195854347,-1.3451599880948144,0.5142603037869447,28,2011,1,8,20,5
1,0,0,1,-1.9651397739422527,-2.1654031557713185,-1.189268451930157,1.3718498186156276,37,2011,1,8,21,5
1,0,0,1,-1.9651397739422527,-2.1654031557713185,-1.3451599880948144,1.6172271056335954,34,2011,1,8,22,5
1,0,0,1,-2.070386287435423,-2.4338647151393795,-1.189268451930157,2.1071610198467283,22,2011,1,8,23,5
1,0,0,1,-2.070386287435423,-2.3441808535482913,-1.0333769157654995,1.6172271056335954,25,2011,1,9,0,6
1,0,0,1,-2.070386287435423,-2.4338647151393795,-1.0333769157654995,2.2294393334443106,12,2011,1,9,1,6
1,0,0,1,-2.070386287435423,-2.4338647151393795,-0.8255215342126231,2.2294393334443106,11,2011,1,9,2,6
1,0,0,1,-2.070386287435423,-2.3441808535482913,-0.8255215342126231,1.8617837328287605,4,2011,1,9,3,6
1,0,0,1,-2.175632800928594,-2.255087017362407,-0.4617746164950892,0.024326389573811554,1,2011,1,9,4,6
1,0,0,1,-2.175632800928594,-2.255087017362407,-0.4617746164950892,0.024326389573811554,1,2011,1,9,5,6
1,0,0,1,-2.070386287435423,-2.255087017362407,-0.6696299980479657,0.7596375908049122,1,2011,1,9,6,6
1,0,0,1,-2.175632800928594,-2.255087017362407,-0.4617746164950892,0.024326389573811554,6,2011,1,9,7,6
1,0,0,1,-2.070386287435423,-2.255087017362407,-0.6696299980479657,0.7596375908049122,10,2011,1,9,8,6
1,0,0,1,-1.9651397739422527,-2.3441808535482913,-0.8255215342126231,2.719373247657443,19,2011,1,9,9,6
1,0,0,1,-1.859893260449082,-2.1654031557713185,-0.9814130703772805,1.6172271056335954,49,2011,1,9,10,6
1,0,0,1,-1.7546467469559115,-2.0763093195854347,-1.1373046065419379,2.719373247657443,49,2011,1,9,11,6
1,0,0,1,-1.6494002334627407,-1.9866254579943459,-1.2931961427065952,2.1071610198467283,83,2011,1,9,12,6
1,0,0,1,-1.54415371996957,-1.807847760217373,-1.4490876788712526,2.1071610198467283,75,2011,1,9,13,6
1,0,0,1,-1.4389072064763992,-1.718753924031489,-1.553015369647691,2.2294393334443106,72,2011,1,9,14,6
1,0,0,1,-1.4389072064763992,-1.6290700624404004,-1.3971238334830336,1.3718498186156276,82,2011,1,9,15,6
1,0,0,1,-1.54415371996957,-1.807847760217373,-1.4490876788712526,2.1071610198467283,92,2011,1,9,16,6
1,0,0,1,-1.6494002334627407,-1.897531621808462,-1.2931961427065952,1.6172271056335954,62,2011,1,9,17,6
1,0,0,1,-1.7546467469559115,-1.9866254579943459,-1.1373046065419379,1.1272931914204625,48,2011,1,9,18,6
1,0,0,1,-1.7546467469559115,-1.9866254579943459,-0.9814130703772805,1.1272931914204625,41,2011,1,9,19,6
1,0,0,1,-1.859893260449082,-2.0763093195854347,-0.8255215342126231,0.5142603037869447,38,2011,1,9,20,6
1,0,0,1,-1.859893260449082,-2.1654031557713185,-0.8255215342126231,1.8617837328287605,20,2011,1,9,21,6
1,0,0,1,-1.859893260449082,-2.0763093195854347,-0.8255215342126231,0.8819159044024949,15,2011,1,9,22,6
1,0,0,1,-1.9651397739422527,-1.9866254579943459,-0.6176661526597466,0.024326389573811554,6,2011,1,9,23,6
1,0,1,1,-1.9651397739422527,-2.0763093195854347,-0.6176661526597466,0.7596375908049122,5,2011,1,10,0,0
1,0,1,1,-1.9651397739422527,-2.0763093195854347,-0.6176661526597466,0.7596375908049122,1,2011,1,10,1,0
1,0,1,1,-1.9651397739422527,-2.0763093195854347,-0.6176661526597466,0.2697036765917794,3,2011,1,10,2,0
1,0,1,1,-1.9651397739422527,-2.0763093195854347,-0.6176661526597466,0.2697036765917794,1,2011,1,10,3,0
1,0,1,1,-2.070386287435423,-2.0763093195854347,-0.4098107711068701,-0.4656075246393211,3,2011,1,10,4,0
1,0,1,1,-2.070386287435423,-2.1654031557713185,-0.4098107711068701,0.5142603037869447,3,2011,1,10,5,0
1,0,1,1,-1.9651397739422527,-2.0763093195854347,-0.6176661526597466,0.7596375908049122,31,2011,1,10,6,0
1,0,1,1,-1.9651397739422527,-2.0763093195854347,-0.6176661526597466,0.2697036765917794,77,2011,1,10,7,0
1,0,1,2,-1.9651397739422527,-2.0763093195854347,-0.6176661526597466,0.7596375908049122,188,2011,1,10,8,0
1,0,1,2,-1.859893260449082,-2.0763093195854347,-0.6176661526597466,0.5142603037869447,94,2011,1,10,9,0
1,0,1,2,-1.859893260449082,-2.0763093195854347,-0.6176661526597466,0.8819159044024949,31,2011,1,10,10,0
1,0,1,2,-1.7546467469559115,-1.9866254579943459,-0.773557688824404,0.7596375908049122,30,2011,1,10,11,0
1,0,1,2,-1.54415371996957,-1.718753924031489,-1.1373046065419379,0.7596375908049122,52,2011,1,10,12,0
1,0,1,2,-1.54415371996957,-1.718753924031489,-1.1373046065419379,0.7596375908049122,54,2011,1,10,13,0
1,0,1,2,-1.54415371996957,-1.6290700624404004,-1.1373046065419379,0.2697036765917794,47,2011,1,10,14,0
1,0,1,2,-1.54415371996957,-1.6290700624404004,-1.1373046065419379,0.2697036765917794,45,2011,1,10,15,0
1,0,1,1,-1.54415371996957,-1.5399762262545162,-1.1373046065419379,-0.4656075246393211,74,2011,1,10,16,0
1,0,1,1,-1.54415371996957,-1.4502923646634276,-1.1373046065419379,-0.7101641518344863,178,2011,1,10,17,0
1,0,1,1,-1.54415371996957,-1.6290700624404004,-1.1373046065419379,0.2697036765917794,155,2011,1,10,18,0
1,0,1,1,-1.7546467469559115,-1.807847760217373,-0.773557688824404,-0.22023023762135344,95,2011,1,10,19,0
1,0,1,1,-1.7546467469559115,-1.807847760217373,-0.6176661526597466,-0.22023023762135344,74,2011,1,10,20,0
1,0,1,1,-1.859893260449082,-1.9866254579943459,-0.14999154416577443,0.024326389573811554,38,2011,1,10,21,0
1,0,1,1,-1.859893260449082,-1.897531621808462,-0.14999154416577443,-0.22023023762135344,24,2011,1,10,22,0
1,0,1,1,-1.859893260449082,-1.897531621808462,-0.14999154416577443,-0.22023023762135344,18,2011,1,10,23,0
1,0,1,1,-1.859893260449082,-1.807847760217373,-0.14999154416577443,-0.7101641518344863,12,2011,1,11,0,1
